positionID,Entry,Entry name,Status,Protein names,Organism,Length,Gene name,High,Low,Medium,Not detected
Q9Y3P8[25-40],Q9Y3P8,SIT1_HUMAN,reviewed,Signaling threshold-regulating transmembrane adapter 1 (SHP2-interacting transmembrane adapter protein) (Suppression-inducing transmembrane adapter 1) (gp30/40),Homo sapiens (Human),196,SIT1,"lymphoid tissue, non-germinal center cells, germinal center cells, germinal center cells, non-germinal center cells","myocytes, glandular cells, exocrine glandular cells, glandular cells, smooth muscle cells, squamous epithelial cells, glandular cells, glandular cells, cells in red pulp, peripheral nerve, squamous epithelial cells, glandular cells, respiratory epithelial cells, Purkinje cells, cells in granular layer, respiratory epithelial cells, glandular cells, glandular cells, glandular cells, endothelial cells, peripheral nerve/ganglion, pneumocytes, hematopoietic cells, myocytes, glandular cells, squamous epithelial cells, glandular cells, cells in endometrial stroma","Langerhans, keratinocytes, glandular cells, trophoblastic cells, decidual cells, epidermal cells, squamous epithelial cells, glandular cells, cells in white pulp, endothelial cells, cells in tubules, cells in glomeruli, glandular cells","fibroblasts, glandular cells, glandular cells, melanocytes, islets of Langerhans, ovarian stroma cells, follicle cells, urothelial cells, Leydig cells, cells in seminiferous ducts, fibroblasts, fibroblasts, macrophages, glandular cells, neuropil, neuronal cells, glial cells, cells in molecular layer, neuronal cells, glial cells, myoepithelial cells, adipocytes, adipocytes, squamous epithelial cells, hepatocytes, bile duct cells, neuronal cells, glial cells, glandular cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma"
Q13291[21-237],Q13291,SLAF1_HUMAN,reviewed,Signaling lymphocytic activation molecule (CDw150) (IPO-3) (SLAM family member 1) (CD antigen CD150),Homo sapiens (Human),335,SLAMF1,,,"medullary cells, cells in red pulp, cortical cells, hematopoietic cells","glandular cells, glandular cells, glandular cells, melanocytes, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, smooth muscle cells, glandular cells, trophoblastic cells, decidual cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, follicle cells, glandular cells, squamous epithelial cells, chondrocytes, peripheral nerve, adipocytes, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, fibroblasts, Leydig cells, cells in seminiferous ducts, glandular cells, glandular cells, cells in white pulp, fibroblasts, non-germinal center cells, epidermal cells, pneumocytes, squamous epithelial cells, neuropil, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, germinal center cells, glandular cells, endothelial cells, glandular cells, lymphoid tissue, glandular cells, peripheral nerve/ganglion, macrophages, bile duct cells, cells in tubules, cells in glomeruli, neuronal cells, glial cells, myocytes, glandular cells, hepatocytes, glandular cells, squamous epithelial cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma"
Q96DU3[22-226],Q96DU3,SLAF6_HUMAN,reviewed,SLAM family member 6 (Activating NK receptor) (NK-T-B-antigen) (NTB-A) (CD antigen CD352),Homo sapiens (Human),332,SLAMF6,,non-germinal center cells,"non-germinal center cells, germinal center cells","myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, hepatocytes, glandular cells, glandular cells, myocytes, glandular cells, bile duct cells, glial cells, neuronal cells, cells in glomeruli, cells in tubules, respiratory epithelial cells, adipocytes, glial cells, glandular cells, cells in granular layer, macrophages, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, neuropil, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, neuronal cells, pneumocytes, squamous epithelial cells, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, chondrocytes, glandular cells, Leydig cells, glandular cells, squamous epithelial cells, urothelial cells, glandular cells, cells in seminiferous ducts, smooth muscle cells, glandular cells, epidermal cells, respiratory epithelial cells, squamous epithelial cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, germinal center cells, squamous epithelial cells"
Q9NQ25[23-226],Q9NQ25,SLAF7_HUMAN,reviewed,SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319),Homo sapiens (Human),335,SLAMF7,,"macrophages, lymphoid tissue","hematopoietic cells, non-germinal center cells, germinal center cells, cells in red pulp, germinal center cells, non-germinal center cells","squamous epithelial cells, glandular cells, adipocytes, glandular cells, cells in endometrial stroma, glandular cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, myocytes, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, pneumocytes, glial cells, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, glandular cells, neuropil, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, glandular cells, squamous epithelial cells, fibroblasts, peripheral nerve, chondrocytes, fibroblasts, peripheral nerve, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, chondrocytes, smooth muscle cells, glandular cells, epidermal cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, respiratory epithelial cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, glandular cells, cells in endometrial stroma"
Q96PX8[18-622],Q96PX8,SLIK1_HUMAN,reviewed,SLIT and NTRK-like protein 1 (Leucine-rich repeat-containing protein 12),Homo sapiens (Human),696,SLITRK1,neuronal cells,,"neuropil, glial cells, Purkinje cells, neuronal cells","fibroblasts, keratinocytes, adipocytes, melanocytes, myocytes, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, glandular cells, Leydig cells, cells in seminiferous ducts, glandular cells, glandular cells, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, chondrocytes, peripheral nerve, fibroblasts, chondrocytes, smooth muscle cells, glandular cells, epidermal cells, Langerhans, glandular cells, cells in tubules, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, glandular cells, endothelial cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, decidual cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, follicle cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, trophoblastic cells, macrophages, pneumocytes, glandular cells, glandular cells, myocytes, glial cells, squamous epithelial cells, cells in glomeruli, bile duct cells, hepatocytes"
O94933[29-654],O94933,SLIK3_HUMAN,reviewed,SLIT and NTRK-like protein 3,Homo sapiens (Human),977,SLITRK3,,"glandular cells, glandular cells","smooth muscle cells, glial cells","keratinocytes, peripheral nerve, Langerhans, melanocytes, epidermal cells, fibroblasts, fibroblasts, cells in red pulp, glandular cells, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, fibroblasts, cells in white pulp, myocytes, adipocytes, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, neuropil, neuronal projections, neuronal cells, endothelial cells, Purkinje cells, cells in molecular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, glandular cells, cells in granular layer, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, trophoblastic cells, decidual cells, exocrine glandular cells, ovarian stroma cells, follicle cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, glandular cells, macrophages, squamous epithelial cells, glandular cells, pneumocytes, glandular cells, myocytes, glandular cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, glial cells"
Q8IW52[19-618],Q8IW52,SLIK4_HUMAN,reviewed,SLIT and NTRK-like protein 4,Homo sapiens (Human),837,SLITRK4,,"respiratory epithelial cells, trophoblastic cells, urothelial cells, glandular cells, cells in seminiferous ducts, glandular cells, neuronal cells, glandular cells, glandular cells, glandular cells, glandular cells","glandular cells, peripheral nerve/ganglion","fibroblasts, glandular cells, myocytes, glandular cells, glandular cells, glandular cells, squamous epithelial cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, non-germinal center cells, germinal center cells, keratinocytes, Langerhans, Leydig cells, epidermal cells, squamous epithelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, melanocytes, cells in white pulp, cells in red pulp, fibroblasts, fibroblasts, smooth muscle cells, glandular cells, glandular cells, macrophages, cells in endometrial stroma, bile duct cells, glial cells, endothelial cells, Purkinje cells, cells in granular layer, neuronal cells, glial cells, myoepithelial cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, adipocytes, neuropil, hepatocytes, glandular cells, endothelial cells, cells in tubules, cells in glomeruli, neuronal cells, glial cells, myocytes, glandular cells, squamous epithelial cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, squamous epithelial cells, cells in molecular layer"
Q9H5Y7[27-608],Q9H5Y7,SLIK6_HUMAN,reviewed,SLIT and NTRK-like protein 6,Homo sapiens (Human),841,SLITRK6,"glandular cells, squamous epithelial cells, glandular cells, bile duct cells, macrophages, pneumocytes, adipocytes, respiratory epithelial cells, respiratory epithelial cells, glandular cells, squamous epithelial cells, epidermal cells, trophoblastic cells","peripheral nerve/ganglion, myocytes, neuropil, adipocytes, cells in molecular layer, glandular cells, germinal center cells, non-germinal center cells, cells in red pulp, germinal center cells, squamous epithelial cells, glandular cells, follicle cells, ovarian stroma cells, exocrine glandular cells","glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, neuronal cells, cells in glomeruli, cells in tubules, endothelial cells, squamous epithelial cells, glandular cells, glandular cells, hematopoietic cells, glandular cells, myoepithelial cells, neuronal cells, endothelial cells, neuronal cells, chondrocytes, fibroblasts, peripheral nerve, chondrocytes, fibroblasts, smooth muscle cells, glandular cells, cells in seminiferous ducts, Leydig cells, non-germinal center cells, urothelial cells, glandular cells, peripheral nerve, squamous epithelial cells, islets of Langerhans, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, glandular cells","cells in endometrial stroma, cells in endometrial stroma, hepatocytes, lymphoid tissue, glial cells, cells in granular layer, Purkinje cells, glial cells, glial cells, cells in white pulp, glandular cells"
Q92673[1-2157],Q92673,SORL_HUMAN,reviewed,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA),Homo sapiens (Human),2214,SORL1,Purkinje cells,"myoepithelial cells, neuronal cells, cells in molecular layer, squamous epithelial cells, macrophages, glandular cells, endothelial cells, neuronal cells, glial cells, Leydig cells, urothelial cells, smooth muscle cells, non-germinal center cells, squamous epithelial cells, ovarian stroma cells, exocrine glandular cells, squamous epithelial cells","glandular cells, respiratory epithelial cells, cells in granular layer, glandular cells, glandular cells, cells in glomeruli, cells in tubules, glandular cells, glandular cells, glandular cells, glandular cells, neuropil, glandular cells, glandular cells, myocytes, neuronal cells, melanocytes, epidermal cells, glandular cells, keratinocytes, glandular cells, glandular cells, cells in seminiferous ducts, glandular cells, glandular cells, squamous epithelial cells, Langerhans, glandular cells, respiratory epithelial cells, follicle cells, myocytes, islets of Langerhans, glandular cells, glandular cells, glandular cells, glandular cells","adipocytes, glial cells, hematopoietic cells, hepatocytes, adipocytes, bile duct cells, lymphoid tissue, glial cells, cells in endometrial stroma, cells in endometrial stroma, squamous epithelial cells, endothelial cells, pneumocytes, germinal center cells, chondrocytes, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, cells in white pulp, germinal center cells, non-germinal center cells, cells in red pulp, fibroblasts, decidual cells, trophoblastic cells"
Q99523[78-755],Q99523,SORT_HUMAN,reviewed,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),Homo sapiens (Human),831,SORT1,"neuronal cells, glandular cells, neuronal cells","germinal center cells, glandular cells, non-germinal center cells, urothelial cells, cells in white pulp, cells in red pulp, bile duct cells, fibroblasts, cells in granular layer, cells in molecular layer, endothelial cells, neuropil, glandular cells, glandular cells, islets of Langerhans, non-germinal center cells, hepatocytes, cells in tubules, decidual cells, hematopoietic cells, glandular cells, glandular cells, melanocytes, myocytes, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glial cells, glandular cells, glandular cells, glandular cells","glandular cells, cells in seminiferous ducts, Leydig cells, glial cells, neuronal cells, glial cells, trophoblastic cells, macrophages, endothelial cells, myocytes, cells in glomeruli, glandular cells","fibroblasts, peripheral nerve, squamous epithelial cells, glandular cells, squamous epithelial cells, glandular cells, myoepithelial cells, respiratory epithelial cells, Purkinje cells, adipocytes, exocrine glandular cells, ovarian stroma cells, squamous epithelial cells, respiratory epithelial cells, germinal center cells, pneumocytes, squamous epithelial cells, lymphoid tissue, smooth muscle cells, epidermal cells, Langerhans, keratinocytes, fibroblasts, glandular cells, peripheral nerve, cells in endometrial stroma, cells in endometrial stroma, squamous epithelial cells, glandular cells, adipocytes"
O43291[28-197],O43291,SPIT2_HUMAN,reviewed,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),Homo sapiens (Human),252,SPINT2,"glandular cells, trophoblastic cells","cells in white pulp, cells in red pulp, peripheral nerve, glandular cells, adipocytes, myocytes, fibroblasts, Langerhans, melanocytes, fibroblasts, fibroblasts, glial cells, neuropil, neuronal cells, myoepithelial cells, lymphoid tissue, Leydig cells, cells in granular layer, cells in endometrial stroma, cells in endometrial stroma, squamous epithelial cells, glial cells, cells in glomeruli, bile duct cells, islets of Langerhans, squamous epithelial cells, pneumocytes, hepatocytes","glandular cells, glandular cells, neuronal cells, glandular cells, glandular cells, glandular cells, keratinocytes, epidermal cells, glandular cells, glandular cells, cells in seminiferous ducts, glandular cells, Purkinje cells, glandular cells, squamous epithelial cells, glial cells, respiratory epithelial cells, glandular cells, urothelial cells, hematopoietic cells, squamous epithelial cells, non-germinal center cells, germinal center cells, cells in molecular layer, peripheral nerve/ganglion, endothelial cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, neuronal cells, glandular cells, glandular cells, cells in tubules, exocrine glandular cells, follicle cells, non-germinal center cells, germinal center cells, macrophages, respiratory epithelial cells","smooth muscle cells, peripheral nerve, endothelial cells, squamous epithelial cells, adipocytes, myocytes, ovarian stroma cells"
P16150[20-253],P16150,LEUK_HUMAN,reviewed,Leukosialin (GPL115) (Galactoglycoprotein) (GALGP) (Leukocyte sialoglycoprotein) (Sialophorin) (CD antigen CD43) [Cleaved into: CD43 cytoplasmic tail (CD43-ct) (CD43ct)],Homo sapiens (Human),400,SPN,"hematopoietic cells, lymphoid tissue, cells in red pulp, non-germinal center cells, non-germinal center cells","germinal center cells, germinal center cells","Langerhans, cells in white pulp, macrophages","glandular cells, glial cells, neuronal cells, neuropil, squamous epithelial cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, glandular cells, endothelial cells, endothelial cells, Purkinje cells, glandular cells, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, glandular cells, adipocytes, glandular cells, cells in molecular layer, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, keratinocytes, melanocytes, epidermal cells, glandular cells, smooth muscle cells, chondrocytes, fibroblasts, squamous epithelial cells, fibroblasts, fibroblasts, glandular cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, Leydig cells, peripheral nerve, cells in seminiferous ducts, glandular cells, glandular cells, glandular cells, myocytes, myocytes, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, glandular cells, pneumocytes, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells"
Q9NY15[26-2478],Q9NY15,STAB1_HUMAN,reviewed,"Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)",Homo sapiens (Human),2570,STAB1,"glandular cells, squamous epithelial cells, squamous epithelial cells, epidermal cells, Langerhans, keratinocytes, fibroblasts, macrophages, pneumocytes, squamous epithelial cells, fibroblasts, squamous epithelial cells, endothelial cells, fibroblasts, glandular cells, squamous epithelial cells, myocytes","melanocytes, hepatocytes, ovarian stroma cells, bile duct cells, glandular cells, glandular cells, cells in glomeruli, endothelial cells, glandular cells, cells in endometrial stroma, glial cells, cells in molecular layer, myoepithelial cells, lymphoid tissue, glandular cells","myocytes, non-germinal center cells, germinal center cells, glandular cells, Leydig cells, glandular cells, cells in seminiferous ducts, cells in white pulp, glandular cells, cells in red pulp, glandular cells, Purkinje cells, germinal center cells, non-germinal center cells, respiratory epithelial cells, exocrine glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, smooth muscle cells, islets of Langerhans, cells in tubules, neuronal cells, glial cells, neuronal cells, neuropil, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, glandular cells, neuronal cells, glial cells, respiratory epithelial cells, glandular cells, glandular cells","adipocytes, adipocytes, cells in granular layer"
Q8WWQ8[20-2458],Q8WWQ8,STAB2_HUMAN,reviewed,"Stabilin-2 (FAS1 EGF-like and X-link domain-containing adhesion molecule 2) (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) (Hyaluronan receptor for endocytosis) [Cleaved into: 190 kDa form stabilin-2 (190 kDa hyaluronan receptor for endocytosis)]",Homo sapiens (Human),2551,STAB2,,,,"squamous epithelial cells, glandular cells, glandular cells, cells in endometrial stroma, follicle cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, glandular cells, bile duct cells, glial cells, neuronal cells, cells in glomeruli, cells in tubules, peripheral nerve/ganglion, hepatocytes, macrophages, pneumocytes, germinal center cells, myocytes, glandular cells, neuronal cells, squamous epithelial cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, non-germinal center cells, neuropil, glandular cells, endothelial cells, respiratory epithelial cells, squamous epithelial cells, ovarian stroma cells, cells in seminiferous ducts, chondrocytes, squamous epithelial cells, urothelial cells, fibroblasts, squamous epithelial cells, fibroblasts, non-germinal center cells, glandular cells, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, germinal center cells, chondrocytes, peripheral nerve, glandular cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, smooth muscle cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, Leydig cells"
Q13586[23-213],Q13586,STIM1_HUMAN,reviewed,Stromal interaction molecule 1,Homo sapiens (Human),685,STIM1,"Purkinje cells, trophoblastic cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells","myoepithelial cells, lymphoid tissue, neuronal cells, cells in endometrial stroma, cells in endometrial stroma, ovarian stroma cells, germinal center cells, germinal center cells, Leydig cells, fibroblasts, fibroblasts, myocytes","glandular cells, glandular cells, glandular cells, neuronal cells, glandular cells, squamous epithelial cells, endothelial cells, respiratory epithelial cells, hematopoietic cells, glandular cells, hepatocytes, cells in tubules, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, peripheral nerve/ganglion, glandular cells, islets of Langerhans, exocrine glandular cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, glandular cells, peripheral nerve, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, cells in seminiferous ducts, glandular cells, glandular cells, cells in white pulp, cells in red pulp, macrophages, pneumocytes, glandular cells, epidermal cells, melanocytes, Langerhans, keratinocytes, glandular cells","adipocytes, glial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, endothelial cells, adipocytes, neuropil, glial cells, decidual cells, bile duct cells, cells in glomeruli, myocytes, chondrocytes, smooth muscle cells, fibroblasts"
Q9P246[15-218],Q9P246,STIM2_HUMAN,reviewed,Stromal interaction molecule 2,Homo sapiens (Human),746,STIM2,"respiratory epithelial cells, glandular cells, fibroblasts, glandular cells, trophoblastic cells, decidual cells, macrophages, endothelial cells, glial cells, adipocytes, glandular cells, hematopoietic cells, glandular cells, glial cells, glandular cells, glandular cells, peripheral nerve/ganglion, glandular cells, glandular cells, chondrocytes, smooth muscle cells, squamous epithelial cells, glandular cells, fibroblasts, glial cells, cells in red pulp, fibroblasts","germinal center cells, Langerhans, keratinocytes, glandular cells, islets of Langerhans, lymphoid tissue, adipocytes, neuropil, squamous epithelial cells, hepatocytes, peripheral nerve, cells in white pulp","non-germinal center cells, follicle cells, melanocytes, myocytes, glandular cells, glandular cells, squamous epithelial cells, pneumocytes, exocrine glandular cells, ovarian stroma cells, glandular cells, cells in granular layer, bile duct cells, cells in molecular layer, glandular cells, Purkinje cells, neuronal cells, glandular cells, glandular cells, myoepithelial cells, respiratory epithelial cells, epidermal cells, cells in tubules, cells in glomeruli, neuronal cells, myocytes, neuronal cells, squamous epithelial cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, endothelial cells, glandular cells, chondrocytes, urothelial cells, non-germinal center cells, germinal center cells, Leydig cells, cells in seminiferous ducts, squamous epithelial cells, glandular cells, glandular cells, peripheral nerve",
Q9UGT4[28-785],Q9UGT4,SUSD2_HUMAN,reviewed,Sushi domain-containing protein 2,Homo sapiens (Human),822,SUSD2,"pneumocytes, cells in tubules","non-germinal center cells, cells in seminiferous ducts, chondrocytes, squamous epithelial cells, glandular cells, Purkinje cells, respiratory epithelial cells, glandular cells, squamous epithelial cells, cells in granular layer, smooth muscle cells, hepatocytes, squamous epithelial cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, germinal center cells, glandular cells, islets of Langerhans, decidual cells, glandular cells, non-germinal center cells, myocytes, glandular cells, glandular cells, glandular cells, ovarian stroma cells, follicle cells, fibroblasts","fibroblasts, urothelial cells, squamous epithelial cells, germinal center cells, glandular cells, Leydig cells, glandular cells, fibroblasts, peripheral nerve, peripheral nerve, endothelial cells, adipocytes, lymphoid tissue, glandular cells, glial cells, glandular cells, neuronal cells, cells in molecular layer, endothelial cells, neuronal cells, keratinocytes, epidermal cells, macrophages, bile duct cells, neuronal cells, glial cells, myocytes, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, peripheral nerve/ganglion, glandular cells, trophoblastic cells, glandular cells, squamous epithelial cells, respiratory epithelial cells","cells in white pulp, cells in red pulp, hematopoietic cells, adipocytes, myoepithelial cells, chondrocytes, glial cells, neuropil, cells in glomeruli, Langerhans, melanocytes, exocrine glandular cells"
P09758[27-274],P09758,TACD2_HUMAN,reviewed,Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1),Homo sapiens (Human),323,TACSTD2,,"myoepithelial cells, exocrine glandular cells, glandular cells, glandular cells, fibroblasts, squamous epithelial cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells","respiratory epithelial cells, glandular cells, keratinocytes, melanocytes, epidermal cells, urothelial cells, squamous epithelial cells, squamous epithelial cells, respiratory epithelial cells, squamous epithelial cells","hematopoietic cells, glandular cells, glandular cells, lymphoid tissue, glandular cells, adipocytes, adipocytes, pneumocytes, neuronal cells, glandular cells, trophoblastic cells, glandular cells, myocytes, fibroblasts, Langerhans, glandular cells, ovarian stroma cells, smooth muscle cells, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, glial cells, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, chondrocytes, cells in seminiferous ducts, non-germinal center cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, endothelial cells, glandular cells, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuropil, glandular cells, germinal center cells, hepatocytes, bile duct cells, cells in tubules, cells in glomeruli, neuronal cells, glial cells, myocytes, macrophages"
Q9BX59[1-425],Q9BX59,TPSNR_HUMAN,reviewed,Tapasin-related protein (TAPASIN-R) (TAP-binding protein-like) (TAP-binding protein-related protein) (TAPBP-R) (Tapasin-like),Homo sapiens (Human),468,TAPBPL,"glandular cells, glandular cells, cells in tubules, macrophages, glandular cells, glandular cells, urothelial cells, glandular cells, glandular cells","neuropil, glandular cells, glial cells, glial cells, bile duct cells, endothelial cells, lymphoid tissue, glial cells, Purkinje cells, glandular cells, squamous epithelial cells, cells in red pulp, glandular cells, germinal center cells, peripheral nerve, keratinocytes, smooth muscle cells, chondrocytes, fibroblasts, glandular cells, cells in seminiferous ducts, non-germinal center cells, islets of Langerhans, trophoblastic cells, glandular cells, fibroblasts","glandular cells, glandular cells, myocytes, neuronal cells, hepatocytes, glandular cells, neuronal cells, peripheral nerve/ganglion, glandular cells, hematopoietic cells, neuronal cells, myoepithelial cells, respiratory epithelial cells, pneumocytes, glandular cells, Leydig cells, squamous epithelial cells, Langerhans, adipocytes, fibroblasts, glandular cells, glandular cells, glandular cells, respiratory epithelial cells, myocytes, exocrine glandular cells, glandular cells","cells in endometrial stroma, cells in endometrial stroma, squamous epithelial cells, cells in glomeruli, adipocytes, endothelial cells, cells in granular layer, cells in molecular layer, non-germinal center cells, squamous epithelial cells, melanocytes, epidermal cells, cells in white pulp, germinal center cells, squamous epithelial cells, ovarian stroma cells"
Q96GX1[26-668],Q96GX1,TECT2_HUMAN,reviewed,Tectonic-2,Homo sapiens (Human),697,TCTN2,"respiratory epithelial cells, glandular cells","glandular cells, Leydig cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, smooth muscle cells, epidermal cells, squamous epithelial cells, exocrine glandular cells, glial cells","macrophages, cells in seminiferous ducts, cells in red pulp, chondrocytes, neuronal cells, hematopoietic cells, glial cells, peripheral nerve/ganglion, trophoblastic cells, myocytes, neuronal cells, glandular cells, glandular cells, glandular cells, glandular cells","pneumocytes, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, cells in white pulp, fibroblasts, peripheral nerve, fibroblasts, Purkinje cells, endothelial cells, glial cells, adipocytes, glandular cells, lymphoid tissue, adipocytes, glandular cells, myoepithelial cells, glandular cells, endothelial cells, squamous epithelial cells, neuropil, cells in tubules, bile duct cells, myocytes, glandular cells, glandular cells, germinal center cells, non-germinal center cells, ovarian stroma cells, islets of Langerhans, glandular cells, glandular cells, glandular cells, cells in glomeruli, neuronal cells, hepatocytes, melanocytes, Langerhans, keratinocytes, fibroblasts, cells in endometrial stroma, cells in molecular layer, cells in granular layer, glandular cells, cells in endometrial stroma, squamous epithelial cells"
