Entry,Region,Start,End,domain name
W5XKT8,Domain,150,236,Ig-like
P43121,Domain,24,129,Ig-like V-type 1
P43121,Domain,139,242,Ig-like V-type 2
P43121,Domain,244,330,Ig-like C2-type 1
P43121,Domain,335,424,Ig-like C2-type 2
P43121,Domain,430,510,Ig-like C2-type 3
Q14392,Domain,21,48,LRRNT
Q14392,Repeat,50,73,LRR 1
Q14392,Repeat,74,95,LRR 2
Q14392,Repeat,98,119,LRR 3
Q14392,Repeat,125,145,LRR 4
Q14392,Repeat,150,171,LRR 5
Q14392,Repeat,174,195,LRR 6
Q14392,Repeat,198,219,LRR 7
Q14392,Repeat,220,240,LRR 8
Q14392,Repeat,244,265,LRR 9
Q14392,Repeat,266,286,LRR 10
Q14392,Repeat,316,339,LRR 11
Q14392,Repeat,340,363,LRR 12
Q14392,Repeat,364,385,LRR 13
Q14392,Repeat,387,408,LRR 14
Q14392,Repeat,411,432,LRR 15
Q14392,Repeat,444,465,LRR 16
Q14392,Repeat,467,488,LRR 17
Q14392,Repeat,492,513,LRR 18
Q14392,Repeat,515,536,LRR 19
Q14392,Repeat,537,558,LRR 20
Q14392,Domain,571,620,LRRCT
Q9HCJ2,Domain,45,76,LRRNT
Q9HCJ2,Repeat,77,98,LRR 1
Q9HCJ2,Repeat,101,122,LRR 2
Q9HCJ2,Repeat,125,146,LRR 3
Q9HCJ2,Repeat,149,170,LRR 4
Q9HCJ2,Repeat,173,195,LRR 5
Q9HCJ2,Repeat,198,219,LRR 6
Q9HCJ2,Repeat,220,241,LRR 7
Q9HCJ2,Repeat,244,265,LRR 8
Q9HCJ2,Repeat,268,289,LRR 9
Q9HCJ2,Domain,301,353,LRRCT
Q9HCJ2,Domain,354,442,Ig-like C2-type
Q7Z5N4,Domain,104,186,Ig-like C2-type 1
Q7Z5N4,Domain,191,277,Ig-like C2-type 2
Q7Z5N4,Domain,293,378,Ig-like C2-type 3
Q7Z5N4,Domain,386,476,Ig-like C2-type 4
Q7Z5N4,Domain,480,569,Ig-like C2-type 5
Q7Z5N4,Domain,574,663,Ig-like C2-type 6
Q7Z5N4,Domain,670,766,Fibronectin type-III 1
Q7Z5N4,Domain,771,867,Fibronectin type-III 2
Q7Z5N4,Domain,872,970,Fibronectin type-III 3
Q7Z5N4,Domain,974,1068,Fibronectin type-III 4
Q7Z5N4,Domain,1072,1171,Fibronectin type-III 5
Q7Z5N4,Domain,1176,1274,Fibronectin type-III 6
Q7Z5N4,Domain,1279,1376,Fibronectin type-III 7
Q7Z5N4,Domain,1380,1474,Fibronectin type-III 8
Q7Z5N4,Domain,1479,1576,Fibronectin type-III 9
Q7Z5N4,Domain,1581,1699,Fibronectin type-III 10
Q7Z5N4,Domain,1704,1800,Fibronectin type-III 11
Q7Z5N4,Domain,1804,1899,Fibronectin type-III 12
Q7Z5N4,Domain,1902,2000,Fibronectin type-III 13
Q8IVU1,Domain,36,139,Ig-like C2-type 1
Q8IVU1,Domain,140,220,Ig-like C2-type 2
Q8IVU1,Domain,238,321,Ig-like C2-type 3
Q8IVU1,Domain,329,416,Ig-like C2-type 4
Q8IVU1,Domain,426,520,Fibronectin type-III 1
Q8IVU1,Domain,523,618,Fibronectin type-III 2
P32927,Domain,133,240,Fibronectin type-III 1
P32927,Domain,339,436,Fibronectin type-III 2
Q96JA1,Domain,35,68,LRRNT
Q96JA1,Repeat,69,90,LRR 1
Q96JA1,Repeat,93,114,LRR 2
Q96JA1,Repeat,116,137,LRR 3
Q96JA1,Repeat,140,161,LRR 4
Q96JA1,Repeat,164,185,LRR 5
Q96JA1,Repeat,189,210,LRR 6
Q96JA1,Repeat,212,233,LRR 7
Q96JA1,Repeat,236,257,LRR 8
Q96JA1,Repeat,260,281,LRR 9
Q96JA1,Repeat,284,305,LRR 10
Q96JA1,Repeat,308,329,LRR 11
Q96JA1,Repeat,332,353,LRR 12
Q96JA1,Repeat,356,378,LRR 13
Q96JA1,Repeat,383,404,LRR 14
Q96JA1,Repeat,407,428,LRR 15
Q96JA1,Domain,440,491,LRRCT
Q96JA1,Domain,495,594,Ig-like C2-type 1
Q96JA1,Domain,599,688,Ig-like C2-type 2
Q96JA1,Domain,693,779,Ig-like C2-type 3
O94898,Domain,41,75,LRRNT
O94898,Repeat,76,97,LRR 1
O94898,Repeat,98,119,LRR 2
O94898,Repeat,121,142,LRR 3
O94898,Repeat,145,166,LRR 4
O94898,Repeat,168,189,LRR 5
O94898,Repeat,193,214,LRR 6
O94898,Repeat,216,237,LRR 7
O94898,Repeat,240,261,LRR 8
O94898,Repeat,264,285,LRR 9
O94898,Repeat,288,309,LRR 10
O94898,Repeat,312,333,LRR 11
O94898,Repeat,336,357,LRR 12
O94898,Repeat,360,382,LRR 13
O94898,Repeat,387,408,LRR 14
O94898,Repeat,411,432,LRR 15
O94898,Domain,443,494,LRRCT
O94898,Domain,498,597,Ig-like C2-type 1
O94898,Domain,602,691,Ig-like C2-type 2
O94898,Domain,696,785,Ig-like C2-type 3
Q14952,Domain,42,107,Ig-like C2-type 1
Q14952,Domain,142,205,Ig-like C2-type 2
O75019,Domain,27,116,Ig-like C2-type 1
O75019,Domain,119,224,Ig-like C2-type 2
O75019,Domain,226,315,Ig-like C2-type 3
O75019,Domain,326,415,Ig-like C2-type 4
Q96GP6,Domain,71,110,EGF-like 1
Q96GP6,Domain,122,153,EGF-like 2
Q96GP6,Domain,148,182,EGF-like 3
Q96GP6,Domain,183,212,EGF-like 4
Q96GP6,Domain,213,241,EGF-like 5
Q96GP6,Domain,236,270,EGF-like 6
Q96GP6,Domain,372,403,EGF-like 7
Q9NP84,Repeat,36,67,TNFR-Cys
O14763,Repeat,57,94,TNFR-Cys 1
O14763,Repeat,97,137,TNFR-Cys 2
O14763,Repeat,138,178,TNFR-Cys 3
O14763,Repeat,192,206,TAPE
O14763,Domain,339,422,Death
Q6UXD5,Domain,173,286,CUB 1
Q6UXD5,Domain,288,347,Sushi 1
Q6UXD5,Domain,349,459,CUB 2
Q6UXD5,Domain,462,525,Sushi 2
Q6UXD5,Domain,527,638,CUB 3
Q6UXD5,Domain,642,701,Sushi 3
Q6UXD5,Domain,703,766,Sushi 4
Q6UXD5,Domain,769,830,Sushi 5
Q92896,Repeat,116,149,Cys-rich GLG1 1
Q92896,Repeat,150,212,Cys-rich GLG1 2
Q92896,Repeat,215,278,Cys-rich GLG1 3
Q92896,Repeat,286,346,Cys-rich GLG1 4
Q92896,Repeat,347,413,Cys-rich GLG1 5
Q92896,Repeat,414,473,Cys-rich GLG1 6
Q92896,Repeat,475,537,Cys-rich GLG1 7
Q92896,Repeat,538,604,Cys-rich GLG1 8
Q92896,Repeat,609,668,Cys-rich GLG1 9
Q92896,Repeat,670,728,Cys-rich GLG1 10
Q92896,Repeat,729,788,Cys-rich GLG1 11
Q92896,Repeat,796,856,Cys-rich GLG1 12
Q92896,Repeat,858,911,Cys-rich GLG1 13
Q92896,Repeat,912,979,Cys-rich GLG1 14
Q92896,Repeat,980,1035,Cys-rich GLG1 15
Q92896,Repeat,1041,1101,Cys-rich GLG1 16
Q9H2E6,Domain,24,512,Sema
Q14162,Domain,53,87,EGF-like 1
Q14162,Domain,95,130,EGF-like 2
Q14162,Domain,155,191,EGF-like 3
Q14162,Domain,215,249,EGF-like 4
Q14162,Domain,302,339,EGF-like 5
Q14162,Domain,351,382,EGF-like 6
O15455,Domain,24,51,LRRNT
O15455,Repeat,52,73,LRR 1
O15455,Repeat,76,97,LRR 2
O15455,Repeat,100,121,LRR 3
O15455,Repeat,124,145,LRR 4
O15455,Repeat,148,168,LRR 5
O15455,Repeat,172,193,LRR 6
O15455,Repeat,198,219,LRR 7
O15455,Repeat,222,244,LRR 8
O15455,Repeat,249,270,LRR 9
O15455,Repeat,275,296,LRR 10
O15455,Repeat,299,320,LRR 11
O15455,Repeat,323,344,LRR 12
O15455,Repeat,356,377,LRR 13
O15455,Repeat,380,400,LRR 14
O15455,Repeat,408,429,LRR 15
O15455,Repeat,432,454,LRR 16
O15455,Repeat,465,486,LRR 17
O15455,Repeat,507,528,LRR 18
O15455,Repeat,531,552,LRR 19
O15455,Repeat,563,584,LRR 20
O15455,Repeat,587,608,LRR 21
O15455,Repeat,611,632,LRR 22
O15455,Domain,645,698,LRRCT
O15455,Domain,754,896,TIR
Q86YW5,Domain,16,121,Ig-like V-type
Q9NY72,Domain,32,154,Ig-like C2-type
Q9UIK5,Domain,85,137,Kazal-like 1
Q9UIK5,Domain,176,229,Kazal-like 2
Q9UIK5,Domain,261,301,EGF-like
Q9H159,Domain,44,148,Cadherin 1
Q9H159,Domain,149,256,Cadherin 2
Q9H159,Domain,257,370,Cadherin 3
Q9H159,Domain,371,470,Cadherin 4
Q9H159,Domain,470,581,Cadherin 5
Q92637,Domain,22,101,Ig-like C2-type 1
Q92637,Domain,95,184,Ig-like C2-type 2
P12318,Domain,39,118,Ig-like C2-type 1
P12318,Domain,122,204,Ig-like C2-type 2
Q9C0I4,Domain,40,98,TSP type-1 1
Q9C0I4,Domain,102,177,TSP type-1 2
Q9C0I4,Domain,179,233,TSP type-1 3
Q9C0I4,Domain,336,392,TSP type-1 4
Q9C0I4,Domain,399,482,TSP type-1 5
Q9C0I4,Domain,484,543,TSP type-1 6
Q9C0I4,Domain,601,661,TSP type-1 7
Q9C0I4,Domain,662,735,TSP type-1 8
Q9C0I4,Domain,737,796,TSP type-1 9
Q9C0I4,Domain,797,869,TSP type-1 10
Q9C0I4,Domain,871,924,TSP type-1 11
Q9C0I4,Domain,925,998,TSP type-1 12
Q9C0I4,Domain,1000,1125,TSP type-1 13
Q9C0I4,Domain,1127,1181,TSP type-1 14
Q9C0I4,Domain,1182,1245,TSP type-1 15
Q9C0I4,Domain,1247,1302,TSP type-1 16
Q9C0I4,Domain,1303,1368,TSP type-1 17
Q9C0I4,Domain,1370,1431,TSP type-1 18
Q9H2U9,Domain,199,394,Peptidase M12B
Q9H2U9,Domain,402,488,Disintegrin
Q495A1,Domain,22,124,Ig-like V-type
Q13261,Domain,31,95,Sushi
Q9P2E7,Domain,19,122,Cadherin 1
Q9P2E7,Domain,123,250,Cadherin 2
Q9P2E7,Domain,251,358,Cadherin 3
Q9P2E7,Domain,359,463,Cadherin 4
Q9P2E7,Domain,464,574,Cadherin 5
Q9P2E7,Domain,582,690,Cadherin 6
Q9H158,Domain,19,124,Cadherin 1
Q9H158,Domain,125,233,Cadherin 2
Q9H158,Domain,234,340,Cadherin 3
Q9H158,Domain,349,445,Cadherin 4
Q9H158,Domain,446,555,Cadherin 5
Q9H158,Domain,570,667,Cadherin 6
Q9H158,Repeat,812,815,PXXP 1
Q9H158,Repeat,845,848,PXXP 2
Q9H158,Repeat,886,889,PXXP 3
Q9H158,Repeat,904,907,PXXP 4
Q9Y5G7,Domain,30,133,Cadherin 1
Q9Y5G7,Domain,134,242,Cadherin 2
Q9Y5G7,Domain,243,347,Cadherin 3
Q9Y5G7,Domain,348,452,Cadherin 4
Q9Y5G7,Domain,453,562,Cadherin 5
Q9Y5G7,Domain,570,682,Cadherin 6
Q9Y493,Domain,39,204,MAM 1
Q9Y493,Domain,209,368,MAM 2
Q9Y493,Domain,371,536,MAM 3
Q9Y493,Domain,1044,1093,TIL 1
Q9Y493,Domain,1103,1148,VWFC 1
Q9Y493,Domain,1155,1371,VWFD 1
Q9Y493,Domain,1426,1479,TIL 2
Q9Y493,Domain,1480,1535,VWFC 2
Q9Y493,Domain,1541,1758,VWFD 2
Q9Y493,Domain,1812,1867,TIL 3
Q9Y493,Domain,1868,1924,VWFC 3
Q9Y493,Domain,1930,2144,VWFD 3
Q9Y493,Domain,2211,2267,TIL 4
Q9Y493,Domain,2268,2329,VWFC 4
Q9Y493,Domain,2330,2537,VWFD 4
Q9Y493,Domain,2652,2797,VWFC 5
Q9Y493,Domain,2708,2744,EGF-like
Q9Y5H1,Domain,29,133,Cadherin 1
Q9Y5H1,Domain,134,242,Cadherin 2
Q9Y5H1,Domain,243,347,Cadherin 3
Q9Y5H1,Domain,348,452,Cadherin 4
Q9Y5H1,Domain,453,562,Cadherin 5
Q9Y5H1,Domain,570,682,Cadherin 6
O60330,Domain,30,133,Cadherin 1
O60330,Domain,134,242,Cadherin 2
O60330,Domain,243,347,Cadherin 3
O60330,Domain,348,452,Cadherin 4
O60330,Domain,453,562,Cadherin 5
O60330,Domain,570,683,Cadherin 6
Q9Y5E6,Domain,35,133,Cadherin 1
Q9Y5E6,Domain,138,242,Cadherin 2
Q9Y5E6,Domain,247,347,Cadherin 3
Q9Y5E6,Domain,352,451,Cadherin 4
Q9Y5E6,Domain,456,561,Cadherin 5
Q9Y5E6,Domain,568,671,Cadherin 6
P09758,Domain,70,145,Thyroglobulin type-1
P25445,Repeat,47,83,TNFR-Cys 1
P25445,Repeat,84,127,TNFR-Cys 2
P25445,Repeat,128,166,TNFR-Cys 3
P25445,Domain,230,314,Death
Q5JXA9,Domain,33,143,Ig-like V-type 1
Q5JXA9,Domain,157,258,Ig-like V-type 2
O43699,Domain,28,123,Ig-like V-type
O43699,Domain,148,231,Ig-like C2-type 1
O43699,Domain,238,333,Ig-like C2-type 2
Q9UKJ1,Domain,32,150,Ig-like V-type
Q9UKJ0,Domain,21,143,Ig-like V-type
Q96FE5,Domain,42,71,LRRNT
Q96FE5,Repeat,72,93,LRR 1
Q96FE5,Repeat,96,117,LRR 2
Q96FE5,Repeat,120,141,LRR 3
Q96FE5,Repeat,144,165,LRR 4
Q96FE5,Repeat,168,189,LRR 5
Q96FE5,Repeat,192,213,LRR 6
Q96FE5,Repeat,216,237,LRR 7
Q96FE5,Repeat,264,285,LRR 8
Q96FE5,Repeat,288,309,LRR 9
Q96FE5,Repeat,312,333,LRR 10
Q96FE5,Repeat,336,357,LRR 11
Q96FE5,Domain,369,423,LRRCT
Q96FE5,Domain,411,513,Ig-like C2-type
A6BM72,Domain,24,101,EMI
A6BM72,Domain,95,130,EGF-like 1
A6BM72,Domain,143,173,EGF-like 2
A6BM72,Domain,181,216,EGF-like 3
A6BM72,Domain,224,259,EGF-like 4
A6BM72,Domain,267,302,EGF-like 5
A6BM72,Domain,310,345,EGF-like 6
A6BM72,Domain,399,434,EGF-like 7
A6BM72,Domain,442,477,EGF-like 8
A6BM72,Domain,490,520,EGF-like 9
A6BM72,Domain,571,606,EGF-like 10
A6BM72,Domain,659,694,EGF-like 11
A6BM72,Domain,707,737,EGF-like 12
A6BM72,Domain,750,780,EGF-like 13
A6BM72,Domain,788,823,EGF-like 14
Q8N149,Domain,27,113,Ig-like C2-type 1
Q8N149,Domain,117,222,Ig-like C2-type 2
Q8N149,Domain,224,313,Ig-like C2-type 3
Q8N149,Domain,324,413,Ig-like C2-type 4
Q8TDQ0,Domain,22,124,Ig-like V-type
Q96J84,Domain,21,115,Ig-like C2-type 1
Q96J84,Domain,120,216,Ig-like C2-type 2
Q96J84,Domain,223,299,Ig-like C2-type 3
Q96J84,Domain,308,387,Ig-like C2-type 4
Q96J84,Domain,392,488,Ig-like C2-type 5
Q8IYS5,Domain,22,116,Ig-like 1
Q8IYS5,Domain,126,219,Ig-like 2
Q9Y5F9,Domain,31,133,Cadherin 1
Q9Y5F9,Domain,134,242,Cadherin 2
Q9Y5F9,Domain,243,347,Cadherin 3
Q9Y5F9,Domain,348,452,Cadherin 4
Q9Y5F9,Domain,453,562,Cadherin 5
Q9Y5F9,Domain,570,675,Cadherin 6
Q9Y5E2,Domain,35,133,Cadherin 1
Q9Y5E2,Domain,138,242,Cadherin 2
Q9Y5E2,Domain,247,347,Cadherin 3
Q9Y5E2,Domain,352,451,Cadherin 4
Q9Y5E2,Domain,456,561,Cadherin 5
Q9Y5E2,Domain,568,671,Cadherin 6
Q9Y5G2,Domain,31,133,Cadherin 1
Q9Y5G2,Domain,134,242,Cadherin 2
Q9Y5G2,Domain,243,347,Cadherin 3
Q9Y5G2,Domain,348,452,Cadherin 4
Q9Y5G2,Domain,453,562,Cadherin 5
Q9Y5G2,Domain,570,675,Cadherin 6
Q6MZM0,Domain,25,207,Plastocyanin-like 1
Q6MZM0,Domain,218,366,Plastocyanin-like 2
Q6MZM0,Domain,379,561,Plastocyanin-like 3
Q6MZM0,Domain,571,719,Plastocyanin-like 4
Q6MZM0,Domain,731,907,Plastocyanin-like 5
Q6MZM0,Domain,915,1092,Plastocyanin-like 6
Q969Z4,Repeat,50,90,TNFR-Cys
O60487,Domain,27,141,Ig-like V-type
Q9HDB5,Domain,85,255,Laminin G-like
P58401,Domain,91,299,Laminin G-like
Q15256,Domain,393,647,Tyrosine-protein phosphatase
P59901,Domain,24,118,Ig-like C2-type 1
P59901,Domain,123,213,Ig-like C2-type 2
P59901,Domain,224,313,Ig-like C2-type 3
P59901,Domain,324,413,Ig-like C2-type 4
Q8NHK3,Domain,42,102,Ig-like C2-type 1
Q8NHK3,Domain,137,200,Ig-like C2-type 2
P43631,Domain,42,107,Ig-like C2-type 1
P43631,Domain,142,205,Ig-like C2-type 2
Q86VH4,Domain,31,61,LRRNT
Q86VH4,Repeat,62,83,LRR 1
Q86VH4,Repeat,86,107,LRR 2
Q86VH4,Repeat,110,131,LRR 3
Q86VH4,Repeat,134,155,LRR 4
Q86VH4,Repeat,158,179,LRR 5
Q86VH4,Repeat,182,203,LRR 6
Q86VH4,Repeat,206,226,LRR 7
Q86VH4,Repeat,230,251,LRR 8
Q86VH4,Repeat,254,275,LRR 9
Q86VH4,Repeat,278,299,LRR 10
Q86VH4,Domain,311,362,LRRCT
Q5SSG8,Repeat,31,44,1
Q5SSG8,Repeat,45,59,2
Q5SSG8,Repeat,60,74,3
Q5SSG8,Repeat,75,89,4
Q5SSG8,Repeat,90,104,5
Q5SSG8,Repeat,105,119,6
Q5SSG8,Repeat,120,134,7
Q5SSG8,Repeat,135,149,8
Q5SSG8,Repeat,150,164,9
Q5SSG8,Repeat,165,179,10
Q5SSG8,Repeat,180,194,11
Q5SSG8,Repeat,195,209,12
Q5SSG8,Repeat,210,224,13
Q5SSG8,Repeat,225,239,14
Q5SSG8,Repeat,244,254,15
Q5SSG8,Repeat,255,269,16
Q5SSG8,Repeat,270,284,17
Q5SSG8,Repeat,285,299,18
Q5SSG8,Repeat,300,314,19
Q5SSG8,Repeat,315,329,20
Q5SSG8,Repeat,330,344,21
Q5SSG8,Repeat,345,359,22
Q5SSG8,Repeat,360,374,23
Q5SSG8,Repeat,375,389,24
Q5SSG8,Repeat,390,404,25
Q5SSG8,Repeat,405,419,26
Q5SSG8,Repeat,420,434,27
Q5SSG8,Repeat,435,449,28
O00220,Repeat,107,145,TNFR-Cys 1
O00220,Repeat,147,188,TNFR-Cys 2
O00220,Repeat,189,229,TNFR-Cys 3
O00220,Domain,365,448,Death
Q96DU3,Domain,35,120,Ig-like V-type
Q96DU3,Domain,132,209,Ig-like C2-type
Q9BZZ2,Domain,20,136,Ig-like V-type
Q9BZZ2,Domain,139,233,Ig-like C2-type 1
Q9BZZ2,Domain,238,320,Ig-like C2-type 2
Q9BZZ2,Domain,326,405,Ig-like C2-type 3
Q9BZZ2,Domain,411,507,Ig-like C2-type 4
Q9BZZ2,Domain,511,593,Ig-like C2-type 5
Q9BZZ2,Domain,601,705,Ig-like C2-type 6
Q9BZZ2,Domain,708,785,Ig-like C2-type 7
Q9BZZ2,Domain,799,894,Ig-like C2-type 8
Q9BZZ2,Domain,898,977,Ig-like C2-type 9
Q9BZZ2,Domain,984,1083,Ig-like C2-type 10
Q9BZZ2,Domain,1085,1165,Ig-like C2-type 11
Q9BZZ2,Domain,1176,1248,Ig-like C2-type 12
Q9BZZ2,Domain,1259,1341,Ig-like C2-type 13
Q9BZZ2,Domain,1350,1442,Ig-like C2-type 14
Q9BZZ2,Domain,1445,1528,Ig-like C2-type 15
Q9BZZ2,Domain,1536,1631,Ig-like C2-type 16
Q9NPR2,Domain,47,523,Sema
Q9NPR2,Domain,525,579,PSI
Q9NPR2,Domain,604,663,Ig-like C2-type
P20333,Repeat,39,76,TNFR-Cys 1
P20333,Repeat,77,118,TNFR-Cys 2
P20333,Repeat,119,162,TNFR-Cys 3
P20333,Repeat,163,201,TNFR-Cys 4
Q9NS68,Repeat,33,72,TNFR-Cys 1
Q9NS68,Repeat,74,114,TNFR-Cys 2
Q9NS68,Repeat,116,149,TNFR-Cys 3
P20702,Repeat,23,78,FG-GAP 1
P20702,Repeat,79,138,FG-GAP 2
P20702,Domain,165,339,VWFA
P20702,Repeat,340,391,FG-GAP 3
P20702,Repeat,392,443,FG-GAP 4
P20702,Repeat,444,504,FG-GAP 5
P20702,Repeat,507,565,FG-GAP 6
P20702,Repeat,570,630,FG-GAP 7
Q13641,Domain,53,91,LRRNT
Q13641,Repeat,92,113,LRR 1
Q13641,Repeat,116,139,LRR 2
Q13641,Repeat,141,163,LRR 3
Q13641,Repeat,172,204,LRR 4
Q13641,Repeat,209,232,LRR 5
Q13641,Repeat,233,255,LRR 6
Q13641,Repeat,256,275,LRR 7
Q13641,Domain,283,346,LRRCT
Q13591,Domain,35,484,Sema
Q13591,Domain,540,593,TSP type-1 1
Q13591,Domain,595,651,TSP type-1 2
Q13591,Domain,653,702,TSP type-1 3
Q13591,Domain,707,765,TSP type-1 4
Q13591,Domain,784,839,TSP type-1 5
Q13591,Domain,841,896,TSP type-1 6
Q13591,Domain,897,944,TSP type-1 7
P08138,Repeat,31,64,TNFR-Cys 1
P08138,Repeat,66,107,TNFR-Cys 2
P08138,Repeat,108,146,TNFR-Cys 3
P08138,Repeat,148,188,TNFR-Cys 4
P08138,Domain,344,421,Death
P28908,Repeat,28,66,TNFR-Cys 1
P28908,Repeat,68,106,TNFR-Cys 2
P28908,Repeat,107,150,TNFR-Cys 3
P28908,Repeat,205,241,TNFR-Cys 4
P28908,Repeat,243,281,TNFR-Cys 5
P28908,Repeat,282,325,TNFR-Cys 6
Q86SU0,Domain,24,162,Ig-like V-type
Q9Y5F3,Domain,35,133,Cadherin 1
Q9Y5F3,Domain,138,242,Cadherin 2
Q9Y5F3,Domain,243,347,Cadherin 3
Q9Y5F3,Domain,348,452,Cadherin 4
Q9Y5F3,Domain,457,562,Cadherin 5
Q9Y5F3,Domain,577,672,Cadherin 6
Q9Y5E7,Domain,37,135,Cadherin 1
Q9Y5E7,Domain,136,244,Cadherin 2
Q9Y5E7,Domain,249,349,Cadherin 3
Q9Y5E7,Domain,354,453,Cadherin 4
Q9Y5E7,Domain,458,563,Cadherin 5
Q9Y5E7,Domain,570,673,Cadherin 6
Q9HCL0,Domain,28,137,Cadherin 1
Q9HCL0,Domain,138,246,Cadherin 2
Q9HCL0,Domain,247,354,Cadherin 3
Q9HCL0,Domain,361,465,Cadherin 4
Q9HCL0,Domain,466,576,Cadherin 5
Q9HCL0,Domain,582,688,Cadherin 6
Q9UKX5,Repeat,24,85,FG-GAP 1
Q9UKX5,Repeat,91,151,FG-GAP 2
Q9UKX5,Domain,164,345,VWFA
Q9UKX5,Repeat,355,406,FG-GAP 3
Q9UKX5,Repeat,411,461,FG-GAP 4
Q9UKX5,Repeat,462,527,FG-GAP 5
Q9UKX5,Repeat,528,586,FG-GAP 6
Q9UKX5,Repeat,590,650,FG-GAP 7
O14786,Domain,27,141,CUB 1
O14786,Domain,147,265,CUB 2
O14786,Domain,275,424,F5/8 type C 1
O14786,Domain,431,583,F5/8 type C 2
O14786,Domain,645,811,MAM
Q96PJ5,Domain,23,97,Ig-like C2-type 1
Q96PJ5,Domain,102,183,Ig-like C2-type 2
Q96PJ5,Domain,193,271,Ig-like C2-type 3
Q96PJ5,Domain,275,374,Ig-like C2-type 4
Q5SZK8,Repeat,319,413,CSPG 1
Q5SZK8,Repeat,438,537,CSPG 2
Q5SZK8,Repeat,560,675,CSPG 3
Q5SZK8,Repeat,700,807,CSPG 4
Q5SZK8,Repeat,828,919,CSPG 5
Q5SZK8,Repeat,945,1037,CSPG 6
Q5SZK8,Repeat,1066,1168,CSPG 7
Q5SZK8,Repeat,1189,1282,CSPG 8
Q5SZK8,Repeat,1303,1399,CSPG 9
Q5SZK8,Repeat,1420,1512,CSPG 10
Q5SZK8,Repeat,1532,1621,CSPG 11
Q5SZK8,Repeat,1655,1752,CSPG 12
Q5SZK8,Domain,1759,1858,Calx-beta 1
Q5SZK8,Domain,1871,1982,Calx-beta 2
Q5SZK8,Domain,1997,2103,Calx-beta 3
Q5SZK8,Domain,2118,2220,Calx-beta 4
Q5SZK8,Domain,2238,2342,Calx-beta 5
Q9ULI3,Domain,985,1023,EGF-like 1
Q9ULI3,Domain,1025,1063,EGF-like 2
Q9UM44,Domain,61,131,Ig-like V-type 1
Q9UM44,Domain,138,222,Ig-like C1-type
Q9UM44,Domain,235,328,Ig-like V-type 2
Q99706,Domain,44,104,Ig-like C2-type 1
Q99706,Domain,139,202,Ig-like C2-type 2
Q9NRJ7,Domain,35,133,Cadherin 1
Q9NRJ7,Domain,138,242,Cadherin 2
Q9NRJ7,Domain,247,347,Cadherin 3
Q9NRJ7,Domain,352,451,Cadherin 4
Q9NRJ7,Domain,456,561,Cadherin 5
Q9NRJ7,Domain,568,671,Cadherin 6
Q14773,Domain,62,124,Ig-like C2-type 1
Q14773,Domain,146,217,Ig-like C2-type 2
P08922,Domain,101,196,Fibronectin type-III 1
P08922,Domain,197,285,Fibronectin type-III 2
P08922,Domain,557,671,Fibronectin type-III 3
P08922,Domain,947,1042,Fibronectin type-III 4
P08922,Domain,1043,1150,Fibronectin type-III 5
P08922,Domain,1450,1556,Fibronectin type-III 6
P08922,Domain,1557,1656,Fibronectin type-III 7
P08922,Domain,1658,1751,Fibronectin type-III 8
P08922,Domain,1752,1854,Fibronectin type-III 9
P08922,Domain,1945,2222,Protein kinase
O75578,Repeat,24,85,FG-GAP 1
O75578,Repeat,95,154,FG-GAP 2
O75578,Domain,167,350,VWFA
O75578,Repeat,361,412,FG-GAP 3
O75578,Repeat,417,470,FG-GAP 4
O75578,Repeat,472,534,FG-GAP 5
O75578,Repeat,535,593,FG-GAP 6
O75578,Repeat,597,657,FG-GAP 7
Q12866,Domain,81,186,Ig-like C2-type 1
Q12866,Domain,197,273,Ig-like C2-type 2
Q12866,Domain,286,381,Fibronectin type-III 1
Q12866,Domain,386,484,Fibronectin type-III 2
Q12866,Domain,587,858,Protein kinase
Q14114,Domain,46,82,LDL-receptor class A 1
Q14114,Domain,85,123,LDL-receptor class A 2
Q14114,Domain,126,164,LDL-receptor class A 3
Q14114,Domain,166,202,LDL-receptor class A 4
Q14114,Domain,205,246,LDL-receptor class A 5
Q14114,Domain,258,295,LDL-receptor class A 6
Q14114,Domain,298,334,LDL-receptor class A 7
Q14114,Domain,336,375,EGF-like 1
Q14114,Domain,376,415,EGF-like 2
Q14114,Repeat,462,508,LDL-receptor class B 1
Q14114,Repeat,509,551,LDL-receptor class B 2
Q14114,Repeat,552,595,LDL-receptor class B 3
Q14114,Repeat,596,639,LDL-receptor class B 4
Q14114,Repeat,640,681,LDL-receptor class B 5
Q9Y5E9,Domain,35,133,Cadherin 1
Q9Y5E9,Domain,138,242,Cadherin 2
Q9Y5E9,Domain,247,347,Cadherin 3
Q9Y5E9,Domain,352,451,Cadherin 4
Q9Y5E9,Domain,456,561,Cadherin 5
Q9Y5E9,Domain,568,671,Cadherin 6
P27930,Domain,18,124,Ig-like C2-type 1
P27930,Domain,134,223,Ig-like C2-type 2
P27930,Domain,237,349,Ig-like C2-type 3
P51511,Repeat,367,415,Hemopexin 1
P51511,Repeat,416,461,Hemopexin 2
P51511,Repeat,463,511,Hemopexin 3
P51511,Repeat,512,559,Hemopexin 4
Q96MU8,Domain,31,114,Kringle
Q96MU8,Domain,116,210,WSC
Q96MU8,Domain,214,321,CUB
Q9Y5H8,Domain,30,133,Cadherin 1
